,State,County,ChronicConditionAmount,Beneficiaries,Prevalence,PerCapitaMedicareSpending
2588,IL,Edwards,0 to 1,381,27.85,2442.4037
2589,IL,Edwards,2 to 3,472,34.5,5804.757
2590,IL,Edwards,4 to 5,303,22.15,11930.9644
2591,IL,Edwards,6+,212,15.5,27935.1227
2592,IL,Effingham,0 to 1,1739,27.59,1835.4487
2593,IL,Effingham,2 to 3,1968,31.22,5783.4316
2594,IL,Effingham,4 to 5,1451,23.02,11242.8948
2595,IL,Effingham,6+,1145,18.17,28206.9247
2596,IL,Fayette,0 to 1,1010,26.66,1833.325
2597,IL,Fayette,2 to 3,1088,28.72,5077.1565
2598,IL,Fayette,4 to 5,903,23.84,10395.0201
2599,IL,Fayette,6+,787,20.78,27295.9958
2600,IL,Ford,0 to 1,638,29.17,2457.5552
2601,IL,Ford,2 to 3,661,30.22,6813.3367
2602,IL,Ford,4 to 5,507,23.18,11619.3388
2603,IL,Ford,6+,381,17.42,32690.2927
2604,IL,Franklin,0 to 1,1952,26.84,1653.9241
2605,IL,Franklin,2 to 3,2116,29.1,5197.9508
2606,IL,Franklin,4 to 5,1739,23.91,10567.7785
2607,IL,Franklin,6+,1465,20.15,28657.5171
2608,IL,Fulton,0 to 1,1978,33.23,2168.1639
2609,IL,Fulton,2 to 3,1824,30.64,5883.6373
2610,IL,Fulton,4 to 5,1276,21.43,11369.9983
2611,IL,Fulton,6+,875,14.7,27172.9454
2612,IL,Gallatin,0 to 1,376,32.67,1840.858
2613,IL,Gallatin,2 to 3,333,28.93,5663.2061
2614,IL,Gallatin,4 to 5,253,21.98,11478.1555
2615,IL,Gallatin,6+,189,16.42,35374.483
2616,IL,Greene,0 to 1,694,28.98,2261.2045
2617,IL,Greene,2 to 3,688,28.73,5285.0919
2618,IL,Greene,4 to 5,583,24.34,11864.4233
2619,IL,Greene,6+,430,17.95,32944.7228
2620,IL,Grundy,0 to 1,2027,28.93,2056.338
2621,IL,Grundy,2 to 3,2148,30.66,6169.1022
2622,IL,Grundy,4 to 5,1505,21.48,10367.7937
2623,IL,Grundy,6+,1326,18.93,31743.0828
2624,IL,Hamilton,0 to 1,557,34.49,2003.3805
2625,IL,Hamilton,2 to 3,458,28.36,6447.6474
2626,IL,Hamilton,4 to 5,337,20.87,13201.9288
2627,IL,Hamilton,6+,263,16.28,31738.9198
2628,IL,Hancock,0 to 1,1214,31.83,2301.6779
2629,IL,Hancock,2 to 3,1219,31.96,6078.0176
2630,IL,Hancock,4 to 5,869,22.78,11343.1144
2631,IL,Hancock,6+,512,13.42,31926.3153
2632,IL,Hardin,0 to 1,236,26.11,1624.7006
2633,IL,Hardin,2 to 3,249,27.54,6011.2852
2634,IL,Hardin,4 to 5,235,26.0,10355.0671
2635,IL,Hardin,6+,184,20.35,30240.8685
2636,IL,Henderson,0 to 1,422,31.05,2137.3229
2637,IL,Henderson,2 to 3,404,29.73,5297.8865
2638,IL,Henderson,4 to 5,335,24.65,12536.0802
2639,IL,Henderson,6+,198,14.57,29911.5734
2640,IL,Henry,0 to 1,2367,30.57,2283.2179
2641,IL,Henry,2 to 3,2514,32.47,5476.8687
2642,IL,Henry,4 to 5,1727,22.31,10878.5417
2643,IL,Henry,6+,1134,14.65,25596.1257
2644,IL,Iroquois,0 to 1,1546,27.83,2009.3748
2645,IL,Iroquois,2 to 3,1585,28.53,5348.2589
2646,IL,Iroquois,4 to 5,1295,23.31,11168.3163
2647,IL,Iroquois,6+,1129,20.32,29893.6835
2648,IL,Jackson,0 to 1,2168,31.06,2184.8053
2649,IL,Jackson,2 to 3,2051,29.39,5829.4875
2650,IL,Jackson,4 to 5,1511,21.65,11986.7812
2651,IL,Jackson,6+,1249,17.9,30952.3284
2652,IL,Jasper,0 to 1,554,29.13,1582.2915
2653,IL,Jasper,2 to 3,546,28.71,5240.9095
2654,IL,Jasper,4 to 5,435,22.87,10334.2482
2655,IL,Jasper,6+,367,19.3,27174.6727
2656,IL,Jefferson,0 to 1,1755,25.47,1959.4655
2657,IL,Jefferson,2 to 3,1992,28.91,4808.2528
2658,IL,Jefferson,4 to 5,1757,25.5,10196.8798
2659,IL,Jefferson,6+,1386,20.12,28243.1744
2660,IL,Jersey,0 to 1,915,23.52,1932.0886
2661,IL,Jersey,2 to 3,1192,30.64,5306.5611
2662,IL,Jersey,4 to 5,972,24.99,9951.5686
2663,IL,Jersey,6+,811,20.85,25955.5116
2664,IL,Jo Daviess,0 to 1,1239,41.84,2060.6493
2665,IL,Jo Daviess,2 to 3,940,31.75,6022.9966
2666,IL,Jo Daviess,4 to 5,510,17.22,12833.5266
2667,IL,Jo Daviess,6+,272,9.19,31091.3417
2668,IL,Johnson,0 to 1,608,27.29,1973.4968
2669,IL,Johnson,2 to 3,657,29.49,4675.5516
2670,IL,Johnson,4 to 5,519,23.29,9389.3144
2671,IL,Johnson,6+,444,19.93,28156.332
2672,IL,Kane,0 to 1,15468,30.65,2172.1563
2673,IL,Kane,2 to 3,15380,30.47,6127.9104
2674,IL,Kane,4 to 5,11193,22.18,11527.3752
2675,IL,Kane,6+,8431,16.7,33461.2775
2676,IL,Kankakee,0 to 1,4099,26.17,2087.2061
2677,IL,Kankakee,2 to 3,4478,28.59,5993.7083
2678,IL,Kankakee,4 to 5,3755,23.97,10761.3834
2679,IL,Kankakee,6+,3332,21.27,32032.7344
2680,IL,Kendall,0 to 1,3243,30.23,2152.8875
2681,IL,Kendall,2 to 3,3287,30.64,5822.5349
2682,IL,Kendall,4 to 5,2389,22.27,11514.5094
2683,IL,Kendall,6+,1809,16.86,31951.9011
2684,IL,Knox,0 to 1,2519,30.88,2129.1434
2685,IL,Knox,2 to 3,2521,30.91,5888.1952
2686,IL,Knox,4 to 5,1898,23.27,11573.6745
2687,IL,Knox,6+,1219,14.94,28877.712
2688,IL,LaSalle,0 to 1,6103,30.97,2334.7122
2689,IL,LaSalle,2 to 3,6147,31.2,5944.2785
2690,IL,LaSalle,4 to 5,4225,21.44,11197.0187
2691,IL,LaSalle,6+,3230,16.39,30861.81
2692,IL,Lake,0 to 1,27333,34.11,2277.9196
2693,IL,Lake,2 to 3,24081,30.05,6251.3852
2694,IL,Lake,4 to 5,16076,20.06,11839.9369
2695,IL,Lake,6+,12648,15.78,32937.4704
2696,IL,Lawrence,0 to 1,779,27.76,1948.0729
2697,IL,Lawrence,2 to 3,876,31.22,5958.8174
2698,IL,Lawrence,4 to 5,675,24.06,10202.2212
2699,IL,Lawrence,6+,476,16.96,33538.7895
2700,IL,Lee,0 to 1,1802,30.03,1885.7565
2701,IL,Lee,2 to 3,1752,29.2,5181.2555
2702,IL,Lee,4 to 5,1334,22.23,9899.6142
2703,IL,Lee,6+,1112,18.53,24729.4898
2704,IL,Livingston,0 to 1,1839,32.09,2131.8998
2705,IL,Livingston,2 to 3,1781,31.08,5897.2599
2706,IL,Livingston,4 to 5,1229,21.45,11652.9036
2707,IL,Livingston,6+,881,15.38,29043.0827
2708,IL,Logan,0 to 1,1173,27.57,2014.9868
2709,IL,Logan,2 to 3,1356,31.88,5105.5861
2710,IL,Logan,4 to 5,987,23.2,9439.4085
2711,IL,Logan,6+,738,17.35,29816.9683
2712,IL,Macon,0 to 1,5035,25.27,1948.5603
2713,IL,Macon,2 to 3,5799,29.11,5021.2668
2714,IL,Macon,4 to 5,4827,24.23,10123.7783
2715,IL,Macon,6+,4261,21.39,27553.0552
2716,IL,Macoupin,0 to 1,2433,27.52,1949.5914
2717,IL,Macoupin,2 to 3,2668,30.18,4996.2433
2718,IL,Macoupin,4 to 5,2092,23.67,10026.2355
2719,IL,Macoupin,6+,1647,18.63,28522.6042
2720,IL,Madison,0 to 1,8418,26.2,2101.9817
2721,IL,Madison,2 to 3,9380,29.19,5215.505
2722,IL,Madison,4 to 5,7538,23.46,9810.7392
2723,IL,Madison,6+,6799,21.16,27889.3819
2724,IL,Marion,0 to 1,2221,27.85,2464.17
2725,IL,Marion,2 to 3,2223,27.87,5724.5848
2726,IL,Marion,4 to 5,1893,23.74,11348.22
2727,IL,Marion,6+,1638,20.54,31866.991
2728,IL,Marshall,0 to 1,674,29.27,1855.2432
2729,IL,Marshall,2 to 3,721,31.31,4898.3931
2730,IL,Marshall,4 to 5,518,22.49,10897.0831
2731,IL,Marshall,6+,390,16.93,27548.1573
2732,IL,Mason,0 to 1,892,30.8,2484.1275
2733,IL,Mason,2 to 3,932,32.18,5972.7369
2734,IL,Mason,4 to 5,628,21.69,11718.4417
2735,IL,Mason,6+,444,15.33,32706.897
2736,IL,Massac,0 to 1,659,20.27,2122.0394
2737,IL,Massac,2 to 3,874,26.88,5182.5538
2738,IL,Massac,4 to 5,924,28.42,9574.2754
2739,IL,Massac,6+,794,24.42,25855.18
2740,IL,McDonough,0 to 1,1325,31.71,2108.6282
2741,IL,McDonough,2 to 3,1289,30.85,5745.1834
2742,IL,McDonough,4 to 5,918,21.97,11380.2294
2743,IL,McDonough,6+,646,15.46,26128.477
2744,IL,McHenry,0 to 1,12784,32.52,2173.4377
2745,IL,McHenry,2 to 3,11539,29.35,6198.1474
2746,IL,McHenry,4 to 5,8056,20.49,11582.2846
2747,IL,McHenry,6+,6930,17.63,32296.6279
2748,IL,McLean,0 to 1,5366,31.64,2091.0049
2749,IL,McLean,2 to 3,5457,32.18,5492.4918
2750,IL,McLean,4 to 5,3772,22.24,10525.4837
2751,IL,McLean,6+,2364,13.94,26724.3797
2752,IL,Menard,0 to 1,532,31.06,2632.2631
2753,IL,Menard,2 to 3,537,31.35,5314.1009
2754,IL,Menard,4 to 5,386,22.53,10848.8931
2755,IL,Menard,6+,258,15.06,29741.7014
2756,IL,Mercer,0 to 1,778,30.74,2542.1559
2757,IL,Mercer,2 to 3,837,33.07,6606.3294
2758,IL,Mercer,4 to 5,514,20.31,10957.7058
2759,IL,Mercer,6+,402,15.88,26843.429
2760,IL,Monroe,0 to 1,1030,27.26,2338.2775
2761,IL,Monroe,2 to 3,1134,30.01,5268.7406
2762,IL,Monroe,4 to 5,924,24.45,10517.1263
2763,IL,Monroe,6+,691,18.29,29999.6954
2764,IL,Montgomery,0 to 1,1667,30.07,2111.0093
2765,IL,Montgomery,2 to 3,1712,30.89,4648.9462
2766,IL,Montgomery,4 to 5,1216,21.94,11152.7054
2767,IL,Montgomery,6+,948,17.1,31484.4651
2768,IL,Morgan,0 to 1,1890,32.05,1975.5558
2769,IL,Morgan,2 to 3,1780,30.18,6259.9232
2770,IL,Morgan,4 to 5,1240,21.03,11188.3899
2771,IL,Morgan,6+,987,16.74,32570.8794
2772,IL,Moultrie,0 to 1,675,26.44,2124.8667
2773,IL,Moultrie,2 to 3,732,28.67,5674.5071
2774,IL,Moultrie,4 to 5,600,23.5,9442.7538
2775,IL,Moultrie,6+,546,21.39,27850.7861
2776,IL,Ogle,0 to 1,2438,32.6,2035.6815
2777,IL,Ogle,2 to 3,2142,28.64,5431.1798
2778,IL,Ogle,4 to 5,1625,21.73,10442.2597
2779,IL,Ogle,6+,1274,17.03,27114.9208
2780,IL,Peoria,0 to 1,6768,29.97,2120.5625
2781,IL,Peoria,2 to 3,7259,32.14,5467.7101
2782,IL,Peoria,4 to 5,4997,22.12,11093.253
2783,IL,Peoria,6+,3562,15.77,28685.417
2784,IL,Perry,0 to 1,1022,31.22,2282.1655
2785,IL,Perry,2 to 3,924,28.22,5990.9755
2786,IL,Perry,4 to 5,692,21.14,12022.4221
2787,IL,Perry,6+,636,19.43,35640.2622
2788,IL,Piatt,0 to 1,575,28.84,2490.1233
2789,IL,Piatt,2 to 3,634,31.8,5671.1921
2790,IL,Piatt,4 to 5,460,23.07,10807.8177
2791,IL,Piatt,6+,325,16.3,26941.6675
2792,IL,Pike,0 to 1,760,24.6,2125.1883
2793,IL,Pike,2 to 3,935,30.27,4955.517
2794,IL,Pike,4 to 5,777,25.15,10158.6609
2795,IL,Pike,6+,617,19.97,31241.2598
2796,IL,Pope,0 to 1,236,29.28,1302.0495
2797,IL,Pope,2 to 3,248,30.77,4188.6911
2798,IL,Pope,4 to 5,189,23.45,10763.8595
2799,IL,Pope,6+,133,16.5,27603.7537
2800,IL,Pulaski,0 to 1,380,31.4,2533.5927
2801,IL,Pulaski,2 to 3,366,30.25,6930.6692
2802,IL,Pulaski,4 to 5,264,21.82,11621.705
2803,IL,Pulaski,6+,200,16.53,30323.7969
2804,IL,Putnam,0 to 1,301,29.22,2549.3814
2805,IL,Putnam,2 to 3,367,35.63,7414.9499
2806,IL,Putnam,4 to 5,224,21.75,10445.4098
2807,IL,Putnam,6+,138,13.4,28180.5268
2808,IL,Randolph,0 to 1,1361,27.8,2227.2048
2809,IL,Randolph,2 to 3,1504,30.72,6059.9255
2810,IL,Randolph,4 to 5,1132,23.12,10442.5819
2811,IL,Randolph,6+,899,18.36,31239.7808
2812,IL,Richland,0 to 1,999,31.41,2217.4639
2813,IL,Richland,2 to 3,924,29.05,5105.713
2814,IL,Richland,4 to 5,702,22.07,11042.2143
2815,IL,Richland,6+,556,17.48,29320.937
2816,IL,Rock Island,0 to 1,4649,26.63,2154.1965
2817,IL,Rock Island,2 to 3,5349,30.63,5408.9716
2818,IL,Rock Island,4 to 5,4323,24.76,9968.5437
2819,IL,Rock Island,6+,3140,17.98,27397.6828
2820,IL,Saline,0 to 1,1333,28.26,1947.7971
2821,IL,Saline,2 to 3,1339,28.39,4796.9445
2822,IL,Saline,4 to 5,1110,23.53,10304.7963
2823,IL,Saline,6+,935,19.82,30318.3564
2824,IL,Sangamon,0 to 1,7843,32.7,1970.6491
2825,IL,Sangamon,2 to 3,7437,31.01,5786.86
2826,IL,Sangamon,4 to 5,4840,20.18,11369.2768
2827,IL,Sangamon,6+,3865,16.11,30574.3006
2828,IL,Schuyler,0 to 1,448,35.75,1750.2182
2829,IL,Schuyler,2 to 3,384,30.65,5954.2573
2830,IL,Schuyler,4 to 5,240,19.15,11473.3425
2831,IL,Schuyler,6+,181,14.45,31453.6428
2832,IL,Scott,0 to 1,221,27.87,1333.9255
2833,IL,Scott,2 to 3,265,33.42,4721.1787
2834,IL,Scott,4 to 5,167,21.06,9891.9952
2835,IL,Scott,6+,140,17.65,23359.3872
2836,IL,Shelby,0 to 1,1329,29.71,2094.0499
2837,IL,Shelby,2 to 3,1306,29.2,5760.9548
2838,IL,Shelby,4 to 5,1008,22.54,10971.9634
2839,IL,Shelby,6+,830,18.56,27109.2316
2840,IL,St. Clair,0 to 1,7703,27.69,1990.3616
2841,IL,St. Clair,2 to 3,8021,28.83,5532.8888
2842,IL,St. Clair,4 to 5,6344,22.8,10444.1964
2843,IL,St. Clair,6+,5755,20.68,30322.8438
2844,IL,Stark,0 to 1,312,33.55,2060.1958
2845,IL,Stark,2 to 3,300,32.26,4905.6539
2846,IL,Stark,4 to 5,206,22.15,11250.5078
2847,IL,Stark,6+,112,12.04,27736.6358
2848,IL,Stephenson,0 to 1,2149,33.49,2004.4098
2849,IL,Stephenson,2 to 3,2076,32.36,5614.7911
2850,IL,Stephenson,4 to 5,1335,20.81,11323.4132
2851,IL,Stephenson,6+,856,13.34,27503.2158
2852,IL,Tazewell,0 to 1,5440,27.78,2051.4308
2853,IL,Tazewell,2 to 3,6406,32.71,5232.2945
2854,IL,Tazewell,4 to 5,4564,23.3,10373.8034
2855,IL,Tazewell,6+,3174,16.21,29246.9314
2856,IL,Union,0 to 1,956,28.44,1540.0766
2857,IL,Union,2 to 3,1076,32.0,5507.2537
2858,IL,Union,4 to 5,782,23.26,10220.4893
2859,IL,Union,6+,548,16.3,28942.6851
2864,IL,Vermilion,0 to 1,3042,30.49,1543.3645
2865,IL,Vermilion,2 to 3,2910,29.17,5715.398
2866,IL,Vermilion,4 to 5,2201,22.06,11796.0902
2867,IL,Vermilion,6+,1823,18.27,29475.353
2868,IL,Wabash,0 to 1,712,30.68,1710.4978
2869,IL,Wabash,2 to 3,779,33.56,5184.0443
2870,IL,Wabash,4 to 5,497,21.41,11263.3134
2871,IL,Wabash,6+,333,14.35,27636.4214
2872,IL,Warren,0 to 1,875,32.36,1850.6573
2873,IL,Warren,2 to 3,821,30.36,5711.7049
2874,IL,Warren,4 to 5,589,21.78,10638.9452
2875,IL,Warren,6+,419,15.5,28216.8731
2876,IL,Washington,0 to 1,772,30.49,1922.3852
2877,IL,Washington,2 to 3,739,29.19,5675.9946
2878,IL,Washington,4 to 5,576,22.75,11604.563
2879,IL,Washington,6+,445,17.58,30423.3852
2880,IL,Wayne,0 to 1,952,27.89,1953.1726
2881,IL,Wayne,2 to 3,1142,33.46,6133.0747
2882,IL,Wayne,4 to 5,793,23.23,10404.7545
2883,IL,Wayne,6+,526,15.41,30981.4169
2884,IL,White,0 to 1,907,28.41,2346.81
2885,IL,White,2 to 3,973,30.47,4886.7384
2886,IL,White,4 to 5,781,24.46,9404.2751
2887,IL,White,6+,532,16.66,32493.2242
2888,IL,Whiteside,0 to 1,3030,28.15,1918.5431
2889,IL,Whiteside,2 to 3,3163,29.38,5261.6128
2890,IL,Whiteside,4 to 5,2572,23.89,10220.7934
2891,IL,Whiteside,6+,2000,18.58,26826.7367
2892,IL,Will,0 to 1,19231,28.4,2096.1837
2893,IL,Will,2 to 3,20498,30.27,5519.2537
2894,IL,Will,4 to 5,15345,22.66,11141.8311
2895,IL,Will,6+,12640,18.67,32866.2457
2896,IL,Williamson,0 to 1,3069,27.47,1739.4362
2897,IL,Williamson,2 to 3,3310,29.62,4837.0172
2898,IL,Williamson,4 to 5,2635,23.58,10239.7804
2899,IL,Williamson,6+,2160,19.33,30681.7553
2900,IL,Winnebago,0 to 1,11566,33.53,1987.1127
2901,IL,Winnebago,2 to 3,10095,29.27,5615.8692
2902,IL,Winnebago,4 to 5,7054,20.45,11000.4609
2903,IL,Winnebago,6+,5778,16.75,30345.671
2904,IL,Woodford,0 to 1,1778,30.94,2115.2144
2905,IL,Woodford,2 to 3,1936,33.69,5344.0715
2906,IL,Woodford,4 to 5,1201,20.9,10268.9701
2907,IL,Woodford,6+,831,14.46,28028.9256
2912,IN,Adams,0 to 1,1229,33.41,1914.3587
2913,IN,Adams,2 to 3,1094,29.74,5443.6015
2914,IN,Adams,4 to 5,811,22.05,13544.5005
2915,IN,Adams,6+,544,14.79,27120.1034
2916,IN,Allen,0 to 1,9131,30.87,1996.9517
2917,IN,Allen,2 to 3,8770,29.65,5560.4773
2918,IN,Allen,4 to 5,6386,21.59,10958.5461
2919,IN,Allen,6+,5295,17.9,29952.5487
2920,IN,Bartholomew,0 to 1,3594,31.2,2017.6937
2921,IN,Bartholomew,2 to 3,3352,29.1,5529.6858
2922,IN,Bartholomew,4 to 5,2427,21.07,10750.3905
2923,IN,Bartholomew,6+,2147,18.64,27464.7088
2924,IN,Benton,0 to 1,378,26.29,2242.0903
2925,IN,Benton,2 to 3,435,30.25,5144.3323
2926,IN,Benton,4 to 5,352,24.48,10039.616
2927,IN,Benton,6+,273,18.98,31488.4852
2928,IN,Blackford,0 to 1,640,29.08,1633.462
2929,IN,Blackford,2 to 3,606,27.53,4863.6115
2930,IN,Blackford,4 to 5,496,22.54,10888.3283
2931,IN,Blackford,6+,459,20.85,32404.0872
2932,IN,Boone,0 to 1,2164,31.87,2814.7083
2933,IN,Boone,2 to 3,1996,29.4,5839.1076
2934,IN,Boone,4 to 5,1434,21.12,10566.7155
2935,IN,Boone,6+,1196,17.61,30413.2161
2936,IN,Brown,0 to 1,981,38.43,1646.2125
2937,IN,Brown,2 to 3,736,28.83,4872.9468
2938,IN,Brown,4 to 5,481,18.84,10669.186
2939,IN,Brown,6+,355,13.91,25959.2079
2940,IN,Carroll,0 to 1,987,31.6,1976.7484
2941,IN,Carroll,2 to 3,934,29.91,5820.0161
2942,IN,Carroll,4 to 5,687,22.0,12296.7059
2943,IN,Carroll,6+,515,16.49,27342.7086
2944,IN,Cass,0 to 1,1387,25.03,2213.2773
2945,IN,Cass,2 to 3,1603,28.93,5056.9673
2946,IN,Cass,4 to 5,1380,24.91,9030.8485
2947,IN,Cass,6+,1171,21.13,29956.9471
2948,IN,Clark,0 to 1,4460,28.68,2114.6349
2949,IN,Clark,2 to 3,4370,28.1,5867.7666
2950,IN,Clark,4 to 5,3498,22.49,11327.5612
2951,IN,Clark,6+,3225,20.74,31658.8987
2952,IN,Clay,0 to 1,1244,27.94,1805.5001
2953,IN,Clay,2 to 3,1190,26.73,5197.6007
2954,IN,Clay,4 to 5,1040,23.36,9404.0149
2955,IN,Clay,6+,978,21.97,27044.5098
2956,IN,Clinton,0 to 1,1176,26.68,1976.5419
2957,IN,Clinton,2 to 3,1347,30.56,5097.4262
2958,IN,Clinton,4 to 5,1055,23.93,10643.4737
2959,IN,Clinton,6+,830,18.83,26326.5651
2960,IN,Crawford,0 to 1,636,32.77,1598.0282
2961,IN,Crawford,2 to 3,568,29.26,5637.2146
2962,IN,Crawford,4 to 5,389,20.04,10570.2772
2963,IN,Crawford,6+,348,17.93,30263.7597
2964,IN,Daviess,0 to 1,1103,23.41,1890.2234
2965,IN,Daviess,2 to 3,1450,30.77,5285.8897
2966,IN,Daviess,4 to 5,1117,23.71,9865.0036
2967,IN,Daviess,6+,1042,22.11,26891.7725
2968,IN,DeKalb,0 to 1,1399,34.53,2059.9802
2969,IN,DeKalb,2 to 3,1259,31.08,7169.8717
2970,IN,DeKalb,4 to 5,841,20.76,11649.5622
2971,IN,DeKalb,6+,552,13.63,30961.8287
2972,IN,Dearborn,0 to 1,2100,29.16,1935.0582
2973,IN,Dearborn,2 to 3,2224,30.88,5215.4461
2974,IN,Dearborn,4 to 5,1646,22.85,9721.4897
2975,IN,Dearborn,6+,1232,17.11,29207.706
2976,IN,Decatur,0 to 1,1068,27.7,1857.8289
2977,IN,Decatur,2 to 3,1172,30.4,5269.6733
2978,IN,Decatur,4 to 5,838,21.74,10182.6337
2979,IN,Decatur,6+,777,20.16,26079.2275
2980,IN,Delaware,0 to 1,4303,25.83,2038.3082
2981,IN,Delaware,2 to 3,4968,29.82,4875.4649
2982,IN,Delaware,4 to 5,3906,23.44,10218.8921
2983,IN,Delaware,6+,3484,20.91,29218.4761
2984,IN,Dubois,0 to 1,1975,27.1,2414.1644
2985,IN,Dubois,2 to 3,2281,31.3,5175.5593
2986,IN,Dubois,4 to 5,1764,24.21,9591.33
2987,IN,Dubois,6+,1267,17.39,25917.8806
2988,IN,Elkhart,0 to 1,6578,30.82,2185.5176
2989,IN,Elkhart,2 to 3,6204,29.07,6524.4945
2990,IN,Elkhart,4 to 5,4915,23.03,9904.5902
2991,IN,Elkhart,6+,3645,17.08,25890.0815
2992,IN,Fayette,0 to 1,1361,26.97,1655.8695
2993,IN,Fayette,2 to 3,1377,27.28,4357.1839
2994,IN,Fayette,4 to 5,1224,24.25,9066.0058
2995,IN,Fayette,6+,1085,21.5,26885.5275
2996,IN,Floyd,0 to 1,3258,29.82,1873.2721
2997,IN,Floyd,2 to 3,2986,27.33,5852.9832
2998,IN,Floyd,4 to 5,2528,23.14,10223.241
2999,IN,Floyd,6+,2153,19.71,30518.5053
3000,IN,Fountain,0 to 1,820,27.1,1719.3246
3001,IN,Fountain,2 to 3,867,28.65,5538.8007
3002,IN,Fountain,4 to 5,723,23.89,10110.0326
3003,IN,Fountain,6+,616,20.36,29006.8593
3004,IN,Franklin,0 to 1,1317,34.35,1571.3472
3005,IN,Franklin,2 to 3,1207,31.48,5068.698
3006,IN,Franklin,4 to 5,779,20.32,9907.1212
3007,IN,Franklin,6+,531,13.85,30044.6444
3008,IN,Fulton,0 to 1,852,30.4,1722.9841
3009,IN,Fulton,2 to 3,862,30.75,5567.3591
3010,IN,Fulton,4 to 5,642,22.9,9467.6412
3011,IN,Fulton,6+,447,15.95,27356.8364
3012,IN,Gibson,0 to 1,1232,26.92,1885.1738
3013,IN,Gibson,2 to 3,1415,30.92,5262.8518
3014,IN,Gibson,4 to 5,1128,24.64,10595.0212
3015,IN,Gibson,6+,802,17.52,31032.5833
3016,IN,Grant,0 to 1,2536,23.58,1814.8225
3017,IN,Grant,2 to 3,3016,28.04,4851.4538
3018,IN,Grant,4 to 5,2702,25.12,9723.5566
3019,IN,Grant,6+,2503,23.27,27324.3816
3020,IN,Greene,0 to 1,1665,30.0,1943.8902
3021,IN,Greene,2 to 3,1586,28.58,5779.0085
3022,IN,Greene,4 to 5,1243,22.4,10328.0733
3023,IN,Greene,6+,1056,19.03,29193.7057
3024,IN,Hamilton,0 to 1,8803,31.53,2222.5654
3025,IN,Hamilton,2 to 3,8752,31.35,5665.2844
3026,IN,Hamilton,4 to 5,5972,21.39,10767.8017
3027,IN,Hamilton,6+,4394,15.74,28258.9958
3028,IN,Hancock,0 to 1,2480,28.44,2150.4635
3029,IN,Hancock,2 to 3,2719,31.18,5215.0964
3030,IN,Hancock,4 to 5,1980,22.71,10033.5432
3031,IN,Hancock,6+,1540,17.66,29179.3083
3032,IN,Harrison,0 to 1,1825,29.37,1955.3499
3033,IN,Harrison,2 to 3,1833,29.5,6005.9832
3034,IN,Harrison,4 to 5,1372,22.08,11247.5306
3035,IN,Harrison,6+,1183,19.04,31129.6602
3036,IN,Hendricks,0 to 1,4855,31.53,2002.9663
3037,IN,Hendricks,2 to 3,4524,29.38,5490.804
3038,IN,Hendricks,4 to 5,3429,22.27,10348.5181
3039,IN,Hendricks,6+,2591,16.83,28338.411
3040,IN,Henry,0 to 1,1963,27.76,1753.9314
3041,IN,Henry,2 to 3,2150,30.41,5253.5123
3042,IN,Henry,4 to 5,1667,23.58,10589.0336
3043,IN,Henry,6+,1291,18.26,29717.1464
3044,IN,Howard,0 to 1,3389,25.71,2048.2102
3045,IN,Howard,2 to 3,3942,29.91,4796.9388
3046,IN,Howard,4 to 5,3177,24.1,9702.6387
3047,IN,Howard,6+,2673,20.28,29715.4838
3048,IN,Huntington,0 to 1,1076,28.19,1824.15
3049,IN,Huntington,2 to 3,1119,29.32,5876.7297
3050,IN,Huntington,4 to 5,893,23.4,9902.0
3051,IN,Huntington,6+,729,19.1,25983.2484
3052,IN,Jackson,0 to 1,1533,26.63,1499.5328
3053,IN,Jackson,2 to 3,1742,30.26,4251.608
3054,IN,Jackson,4 to 5,1331,23.12,9110.5233
3055,IN,Jackson,6+,1150,19.98,25798.2319
3056,IN,Jasper,0 to 1,1667,31.42,1983.4511
3057,IN,Jasper,2 to 3,1502,28.31,5755.0724
3058,IN,Jasper,4 to 5,1141,21.51,11143.2395
3059,IN,Jasper,6+,995,18.76,30485.8532
3060,IN,Jay,0 to 1,819,26.04,1670.1535
3061,IN,Jay,2 to 3,989,31.45,4287.1476
3062,IN,Jay,4 to 5,783,24.9,9096.4114
3063,IN,Jay,6+,554,17.62,27104.911
3064,IN,Jefferson,0 to 1,1622,29.17,1741.0984
3065,IN,Jefferson,2 to 3,1650,29.68,5289.7592
3066,IN,Jefferson,4 to 5,1267,22.79,11232.2948
3067,IN,Jefferson,6+,1021,18.36,29988.9028
3068,IN,Jennings,0 to 1,1226,29.44,1745.2792
3069,IN,Jennings,2 to 3,1204,28.91,5139.0653
3070,IN,Jennings,4 to 5,917,22.02,9534.8177
3071,IN,Jennings,6+,818,19.64,26112.4355
3072,IN,Johnson,0 to 1,4802,28.01,1825.3471
3073,IN,Johnson,2 to 3,4966,28.97,4942.6359
3074,IN,Johnson,4 to 5,4105,23.95,9622.8754
3075,IN,Johnson,6+,3269,19.07,26800.459
3076,IN,Knox,0 to 1,1620,24.27,1972.0204
3077,IN,Knox,2 to 3,2036,30.5,5859.8088
3078,IN,Knox,4 to 5,1701,25.48,10653.1027
3079,IN,Knox,6+,1319,19.76,31466.4963
3080,IN,Kosciusko,0 to 1,2480,30.93,2179.578
3081,IN,Kosciusko,2 to 3,2364,29.48,5390.7182
3082,IN,Kosciusko,4 to 5,1810,22.57,10189.8526
